"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
167,"1/9/2023 16:24","pl","KG0902",1,"0",0,"1",22,"1","0",0,NA,NA,"b","artistic","artistic","sexy","healthy","healthy","artistic","moral","moral","sex","pathogen","sex","moral",5,4,5,5,2,6,3,2,4,6,6,6,6,6,5,1,6,3,6,3,6,10,9,9,10,10,6,7,8,9,10,3,2,0,1,0,3,1,2,4.57142857142857,5,4.14285714285714,4.57142857142857,7.45765826575632
170,"12/28/2022 22:14","pl","AB12",1,"0",0,"1",29,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","healthy","sexy","kind","pathogen","sex","moral","sex","sex","sex",6,0,4,6,0,0,5,0,3,6,1,0,5,1,3,5,5,1,4,1,1,8,8,5,6,4,6,6,6,8,6,1,1,1,2,1,1,1,4,5.28571428571429,1.71428571428571,1.14285714285714,2.71428571428571,8.01212345643777
171,"2/8/2023 18:10","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","sexy","sexy","wealthy","wealthy","artistic","kind","moral","sex","pathogen","sex","moral","moral",4,3,2,4,0,1,4,1,2,6,4,2,6,2,4,6,5,1,6,0,1,5,9,7,7,7,4,9,9,6,8,1,0,1,2,2,3,1,2,5.14285714285714,1.85714285714286,2.14285714285714,3.04761904761905,8.88355927953933
173,"1/5/2023 17:05","pl","KG0902",1,"0",4,"0",21,"0","0",0,NA,NA,"b","healthy","sexy","wealthy","artistic","sexy","sexy","pathogen","sex","sex","moral","moral","moral",2,3,5,3,1,2,2,1,3,5,3,5,2,0,2,5,5,5,4,5,5,8,8,8,6,7,7,9,9,6,8,1,1,0,3,1,3,1,2,3.28571428571429,3.85714285714286,2.57142857142857,3.23809523809524,9.02156228801401
176,"12/29/2022 11:18","pl","AB12",1,"0",3,"0",19,"0","0",0,NA,NA,"b","wealthy","sexy","sexy","artistic","artistic","sexy","moral","sex","sex","pathogen","moral","moral",3,5,6,6,0,4,2,0,5,6,0,6,0,0,4,3,5,6,2,0,6,10,5,8,10,4,8,9,10,10,7,2,0,0,3,1,3,1,2,3.14285714285714,5.28571428571429,1.42857142857143,3.28571428571429,7.51078267009928
184,"2/1/2023 9:48","pl",NA,1,"0",6,"0",19,"0","0",0,NA,NA,"b","artistic","wealthy","healthy","wealthy","artistic","artistic","moral","moral","pathogen","moral","moral","moral",3,6,6,5,6,4,3,6,5,6,6,6,5,6,5,5,6,6,3,6,4,6,7,9,6,7,6,7,9,7,7,3,1,0,0,2,5,1,0,4.28571428571429,5.14285714285714,6,5.14285714285714,9.04608858309198
185,"2/8/2023 21:19","pl","AB12",1,"0",6,"0",23,"0","0",0,NA,NA,"a","healthy","sexy","sexy","wealthy","kind","sexy","moral","sex","sex","moral","sex","sex",3,4,6,2,1,5,1,3,6,3,0,5,1,4,5,0,2,4,1,6,6,7,7,4,7,7,6,8,6,7,8,0,1,1,3,1,2,0,4,1.57142857142857,5.28571428571429,2.85714285714286,3.23809523809524,8.32187362551319
187,"2/7/2023 2:08","en","game",1,"0",0,"1",50,"1","1",1,5,NA,"a","kind","healthy","kind","kind","wealthy","healthy","sex","sex","pathogen","moral","sex","pathogen",5,5,5,5,2,4,4,0,1,3,3,3,3,4,3,2,3,3,2,2,2,6,9,9,9,8,10,9,9,9,9,0,2,3,0,1,1,2,3,3.42857142857143,3,2.71428571428571,3.04761904761905,8.68945433895034
189,"2/6/2023 20:33","en","game",1,"0",0,"1",46,"1","0",0,NA,NA,"b","sexy","sexy","sexy","sexy","healthy","sexy","moral","pathogen","sex","sex","sex","sex",4,4,6,6,1,3,6,3,3,6,6,5,6,4,6,4,6,3,6,2,5,7,9,6,7,6,6,7,7,7,6,0,1,0,5,0,1,1,4,5.42857142857143,4.42857142857143,3.71428571428571,4.52380952380952,8.83984227423447
190,"2/7/2023 0:42","en","game",1,"0",6,"0",24,"0","0",0,NA,NA,"b","healthy","kind","artistic","kind","wealthy","sexy","moral","moral","pathogen","pathogen","pathogen","pathogen",0,3,1,3,1,2,0,2,1,0,3,2,1,2,1,2,2,3,1,3,1,5,6,8,4,8,8,6,8,7,6,1,1,2,1,1,2,4,0,1,1.57142857142857,2.28571428571429,1.61904761904762,8.09192435199459
192,"1/6/2023 23:14","pl","KG0902",1,"0",3,"1",24,"1","0",0,NA,NA,"a","kind","wealthy","artistic","sexy","sexy","healthy","moral","pathogen","sex","moral","sex","moral",2,3,3,6,0,4,0,0,5,4,0,1,3,0,4,5,6,6,6,0,2,6,6,7,7,9,6,8,8,7,9,1,1,1,2,1,3,1,2,3.71428571428571,3.57142857142857,1.28571428571429,2.85714285714286,8.76581316913217
197,"1/23/2023 16:50","pl","INSTAGRAM STUDY",1,"0",6,"0",23,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","healthy","wealthy","artistic","moral","pathogen","moral","pathogen","sex","moral",2,4,6,2,0,3,1,1,2,6,2,5,2,0,5,6,6,5,3,0,5,5,9,8,5,5,8,8,8,8,8,2,1,0,1,2,3,2,1,3.14285714285714,4.42857142857143,1.85714285714286,3.14285714285714,8.25758405022843
199,"12/17/2022 0:26","pl",NA,1,"0",1,"1",31,"1","1",3,1,3,"a","kind","wealthy","healthy","healthy","healthy","artistic","moral","pathogen","sex","pathogen","moral","moral",3,4,6,4,0,2,3,0,5,6,4,1,3,0,5,3,0,5,3,0,4,7,6,7,6,6,7,6,6,6,6,1,3,1,0,1,3,2,1,3.57142857142857,4,1.14285714285714,2.9047619047619,8.97195991197469
201,"1/14/2023 16:02","pl","KG0902",1,"0",2,"1",48,"1","1",2,18,21,"a","healthy","wealthy","healthy","sexy","sexy","artistic","moral","sex","pathogen","sex","sex","sex",0,2,6,3,1,0,0,1,1,0,2,3,6,5,2,6,6,5,4,3,4,1,3,8,6,8,11,11,11,5,11,1,2,0,2,1,1,1,4,2.71428571428571,3,2.85714285714286,2.85714285714286,6.71265617013333
204,"2/9/2023 21:55","en","INSTAGRAM STUDY",1,"0",2,"1",19,"1","0",0,NA,NA,"b","artistic","artistic","artistic","artistic","wealthy","artistic","pathogen","pathogen","sex","sex","pathogen","pathogen",3,5,5,4,3,3,1,1,1,4,4,4,1,2,3,4,4,3,1,5,5,9,5,8,5,10,9,6,9,6,9,5,0,0,0,1,0,4,2,2.57142857142857,3.42857142857143,3.42857142857143,3.14285714285714,7.65206674004494
208,"1/7/2023 17:29","pl"," KG0902",1,"0",1,"1",24,"0","0",0,NA,NA,"b","artistic","sexy","sexy","healthy","sexy","artistic","moral","pathogen","sex","pathogen","moral","sex",2,5,6,6,4,4,2,2,5,5,3,3,4,6,6,4,6,5,4,4,1,7,9,4,5,7,6,10,6,6,8,2,1,0,3,0,2,2,2,3.85714285714286,4.28571428571429,4.28571428571429,4.14285714285714,7.86143643996438
209,"1/26/2023 22:33","pl","AB12",1,"0",6,"0",21,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","wealthy","artistic","pathogen","moral","sex","moral","sex","moral",1,4,5,6,0,1,0,0,4,6,6,6,6,0,3,6,6,5,6,5,3,7,6,9,1,5,6,7,7,7,7,3,0,0,1,2,3,1,2,4.42857142857143,3.85714285714286,3,3.76190476190476,6.85952971254645
215,"12/18/2022 19:08","pl",NA,1,"0",1,"1",41,"1","0",0,NA,NA,"b","sexy","sexy","sexy","artistic","kind","sexy","sex","sex","moral","moral","sex","pathogen",2,0,5,4,0,4,2,0,3,4,5,6,4,3,4,4,6,5,4,2,3,6,9,9,8,8,9,9,9,9,9,1,0,1,4,0,2,1,3,3.42857142857143,4.28571428571429,2.28571428571429,3.33333333333333,8.85010032342426
217,"12/28/2022 13:17","pl","AB12",1,"0",4,"0",18,"1","0",0,NA,NA,"b","artistic","kind","artistic","kind","wealthy","sexy","moral","pathogen","pathogen","sex","moral","moral",2,5,5,5,4,2,6,5,1,6,5,2,2,2,3,3,6,0,4,4,2,7,8,6,7,9,7,6,7,8,7,2,0,2,1,1,3,2,1,4,2.14285714285714,4.42857142857143,3.52380952380952,8.69852650920902
218,"12/16/2022 22:04","pl",NA,1,"0",1,"1",26,"0","0",0,NA,NA,"b","wealthy","kind","artistic","kind","kind","kind","moral","pathogen","moral","moral","moral","sex",4,4,5,5,1,2,2,1,2,4,2,3,2,1,3,3,4,5,4,1,4,6,8,8,9,8,7,9,10,9,7,1,0,4,0,1,4,1,1,3.42857142857143,3.42857142857143,2,2.95238095238095,9.04311223484729
221,"1/4/2023 10:47","pl","KG0902",1,"0",0,"1",40,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","healthy","healthy","sexy","moral","moral","pathogen","moral","sex","sex",3,5,4,6,6,3,2,2,2,6,3,4,6,5,4,6,5,6,4,3,3,2,3,8,4,5,5,5,8,7,5,0,2,0,3,1,3,1,2,4.71428571428571,3.71428571428571,4.14285714285714,4.19047619047619,6.66158449539982
223,"1/14/2023 17:18","pl","KG0902",1,"0",0,"1",41,"1","0",0,NA,NA,"b","sexy","wealthy","kind","kind","wealthy","artistic","sex","moral","sex","sex","moral","sex",1,0,5,5,1,2,0,0,5,4,0,5,3,3,3,3,5,6,4,2,3,3,6,9,3,2,4,6,6,6,6,1,0,2,1,2,2,0,4,2.85714285714286,4.14285714285714,1.57142857142857,2.85714285714286,6.53179723723803
225,"3/29/2023 16:37","en","game",1,"0",2,"1",25,"1","1",2,2,4,"b","artistic","artistic","sexy","kind","sexy","wealthy","pathogen","sex","pathogen","pathogen","moral","moral",3,4,5,4,3,4,5,4,3,4,3,3,4,5,4,3,4,5,4,3,4,3,5,5,5,3,5,4,5,5,7,2,0,1,2,1,2,3,1,3.85714285714286,4,3.71428571428571,3.85714285714286,6.94924543933607
226,"2/7/2023 21:18","pl",NA,1,"0",6,"0",29,"1","0",0,NA,NA,"b","artistic","artistic","sexy","sexy","kind","artistic","moral","moral","sex","moral","sex","moral",3,0,2,6,0,3,0,0,2,5,0,2,1,0,1,2,0,0,6,0,2,1,10,10,7,7,3,7,9,8,8,3,0,1,2,0,4,0,2,3.28571428571429,1.71428571428571,0,1.66666666666667,7.01647587815679
230,"1/27/2023 16:24","pl","AB12",1,"0",5,"0",23,"0","0",0,NA,NA,"b","sexy","wealthy","artistic","artistic","artistic","artistic","pathogen","pathogen","moral","moral","sex","pathogen",1,3,5,6,1,2,0,1,2,3,3,0,1,0,1,1,2,0,4,1,0,10,4,6,6,6,8,6,9,9,6,4,0,0,1,1,2,3,1,2.28571428571429,1.42857142857143,1.57142857142857,1.76190476190476,7.62657004735285
232,"1/15/2023 0:33","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","wealthy","wealthy","sex","pathogen","moral","pathogen","moral","moral",3,5,4,4,2,0,4,5,1,6,6,1,0,0,2,5,5,1,4,4,1,5,10,11,1,7,4,11,9,6,7,1,0,1,1,3,3,2,1,3.71428571428571,1.42857142857143,3.85714285714286,3,6.44181817612121
233,"2/5/2023 15:35","pl","AB12",1,"0",2,"1",26,"1","0",0,NA,NA,"b","artistic","wealthy","kind","kind","sexy","kind","moral","pathogen","moral","moral","sex","sex",1,1,0,6,0,0,0,0,2,6,4,3,4,0,2,4,6,6,4,1,0,1,6,7,6,4,8,6,6,7,7,1,0,3,1,1,3,1,2,3.57142857142857,1.85714285714286,1.71428571428571,2.38095238095238,7.03272284389117
235,"12/28/2022 14:04","pl","AB12",1,"0",3,"0",25,"0","0",0,NA,NA,"b","healthy","artistic","artistic","healthy","artistic","artistic","moral","moral","moral","moral","moral","sex",4,4,3,5,1,5,1,2,5,6,5,4,4,0,4,5,6,6,5,0,6,11,6,11,8,6,9,7,10,7,8,4,2,0,0,0,5,0,1,4.28571428571429,4.71428571428571,2.57142857142857,3.85714285714286,7.43834434540291
236,"1/10/2023 20:34","pl","KG0902",1,"0",2,"1",21,"1","0",0,NA,NA,"b","artistic","sexy","kind","kind","sexy","artistic","moral","sex","pathogen","pathogen","pathogen","pathogen",4,1,3,6,1,4,3,0,3,6,6,2,5,1,4,4,6,5,5,1,4,7,6,8,4,6,10,6,6,8,9,2,0,2,2,0,1,4,1,4.71428571428571,3.57142857142857,2.28571428571429,3.52380952380952,8.269593348117
237,"1/7/2023 21:28","pl","KG0902",1,"0",1,"1",20,"1","0",0,NA,NA,"b","artistic","sexy","sexy","healthy","sexy","sexy","moral","sex","moral","moral","pathogen","sex",3,0,1,6,1,0,0,0,0,6,0,1,1,0,4,0,5,6,3,6,0,7,10,7,10,8,6,9,7,10,8,1,1,0,4,0,3,1,2,2.71428571428571,1.71428571428571,1.71428571428571,2.04761904761905,8.24457669710405
239,"2/6/2023 21:37","en","game",1,"0",1,"1",34,"1","1",2,10,12,"b","wealthy","artistic","healthy","kind","kind","sexy","moral","moral","sex","moral","moral","sex",2,4,5,5,1,0,2,0,1,5,2,5,4,3,4,3,6,6,5,3,6,8,6,10,9,6,6,6,8,6,6,1,1,2,1,1,4,0,2,3.71428571428571,3.85714285714286,2.71428571428571,3.42857142857143,8.45816811243686
243,"12/29/2022 12:53","pl","Ab-12",1,"0",2,"1",22,"1","0",0,NA,NA,"b","artistic","sexy","sexy","kind","wealthy","artistic","sex","sex","moral","pathogen","sex","sex",2,0,3,3,0,2,1,0,2,6,2,2,6,4,4,6,3,0,5,0,0,11,9,11,1,7,6,11,7,3,7,2,0,1,2,1,1,1,4,4.14285714285714,1.85714285714286,1.28571428571429,2.42857142857143,6.11528770108572
244,"2/7/2023 0:11","en","game",1,"0",6,"0",28,"0","0",0,NA,NA,"b","artistic","sexy","sexy","wealthy","sexy","artistic","pathogen","sex","pathogen","moral","moral","moral",5,4,5,6,0,1,3,3,3,5,6,5,6,3,6,6,6,5,5,4,6,1,5,8,6,3,6,6,10,8,6,2,0,0,3,1,3,2,1,5.14285714285714,4.42857142857143,3.71428571428571,4.42857142857143,6.71597373520016
246,"1/15/2023 12:01","pl",NA,1,"0",1,"1",23,"0","0",0,NA,NA,"b","artistic","kind","sexy","kind","sexy","sexy","moral","pathogen","sex","moral","sex","pathogen",4,2,5,4,5,3,3,2,3,4,2,2,3,2,4,2,4,3,4,6,4,7,6,6,5,7,7,8,8,6,7,1,0,2,3,0,2,2,2,3.42857142857143,3.42857142857143,3.28571428571429,3.38095238095238,8.51420818313566
247,"2/23/2023 23:56","en","game",1,"0",1,"1",51,"1","0",0,NA,NA,"b","sexy","kind","kind","kind","wealthy","kind","sex","pathogen","moral","moral","sex","moral",5,6,6,4,5,5,6,5,5,6,5,6,5,4,5,6,5,5,6,5,5,5,6,7,6,6,6,11,11,11,10,0,0,4,1,1,3,1,2,5.42857142857143,5.28571428571429,5,5.23809523809524,8.75282534437264
248,"3/21/2023 14:19","en","game",1,"0",1,"1",35,"1","1",1,10,NA,"b","artistic","wealthy","wealthy","wealthy","wealthy","wealthy","moral","pathogen","pathogen","moral","moral","pathogen",4,2,3,3,2,3,4,5,4,3,5,5,4,5,2,4,5,4,5,3,4,8,8,4,8,8,4,8,8,8,4,1,0,0,0,5,3,3,0,3.85714285714286,3.57142857142857,3.85714285714286,3.76190476190476,8.12651474750734
249,"12/16/2022 20:14","pl",NA,1,"0",1,"1",27,"0","1",1,4,NA,"b","artistic","sexy","artistic","sexy","sexy","sexy","pathogen","moral","sex","moral","moral","sex",0,0,1,5,0,3,1,0,3,5,5,1,1,0,1,1,6,6,3,1,6,7,9,9,8,7,8,10,7,11,9,2,0,0,4,0,3,1,2,2.28571428571429,3,1.71428571428571,2.33333333333333,9.00047685500844
250,"1/9/2023 18:09","pl",NA,1,"0",2,"1",22,"0","0",0,NA,NA,"a","artistic","wealthy","artistic","kind","artistic","artistic","moral","sex","moral","sex","sex","moral",3,1,4,4,0,3,0,0,3,4,0,4,4,0,2,4,2,4,3,0,2,10,6,6,8,8,8,6,7,7,9,4,0,1,0,1,3,0,3,3.14285714285714,3.14285714285714,0.428571428571429,2.23809523809524,8.12398676329476
251,"3/29/2023 16:09","en","game",1,"0",0,"1",35,"1","1",1,10,NA,"b","artistic","healthy","kind","artistic","sexy","artistic","sex","pathogen","moral","moral","moral","pathogen",2,2,3,3,2,4,3,4,3,4,3,3,4,3,2,3,3,4,3,3,2,3,2,3,4,2,3,5,4,3,2,3,1,1,1,0,3,2,1,3.14285714285714,3,2.85714285714286,3,5.55475715420044
252,"12/17/2022 14:11","pl",NA,1,"0",1,"1",23,"1","0",0,NA,NA,"b","artistic","wealthy","kind","wealthy","sexy","healthy","moral","sex","moral","sex","moral","sex",5,0,4,5,0,2,5,0,2,6,1,0,3,0,1,4,5,2,5,0,5,6,8,6,7,6,6,10,6,6,9,1,1,1,1,2,3,0,3,4.71428571428571,2.28571428571429,0.857142857142857,2.61904761904762,9.04014511571258
253,"1/24/2023 1:21","pl","INSTAGRAM STUDY",1,"0",5,"0",21,"1","0",0,NA,NA,"b","kind","wealthy","artistic","healthy","sexy","artistic","pathogen","sex","pathogen","moral","moral","moral",0,5,5,3,2,1,3,1,4,3,4,5,1,0,3,3,4,2,3,5,1,11,7,8,8,7,8,8,6,7,7,2,1,1,1,1,3,2,1,2.28571428571429,3,3,2.76190476190476,8.01857103700807
258,"2/12/2023 11:34","pl",NA,1,"0",1,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","healthy","artistic","kind","moral","sex","moral","moral","moral","moral",1,0,1,2,0,0,1,0,1,2,1,1,2,0,0,0,2,3,2,0,1,6,9,10,7,6,6,8,9,8,7,1,1,1,2,1,5,0,1,1.42857142857143,1,0.428571428571429,0.952380952380952,8.61902085844437
261,"1/8/2023 12:25","pl","KG0902",1,"0",2,"1",31,"0","0",0,NA,NA,"b","artistic","sexy","sexy","healthy","wealthy","artistic","moral","sex","sex","pathogen","pathogen","pathogen",3,5,5,6,3,3,1,0,1,5,0,3,6,1,2,6,5,1,3,0,0,8,5,8,6,5,6,9,6,7,7,2,1,0,2,1,1,3,2,4.28571428571429,2.14285714285714,2,2.80952380952381,8.39137570893919
264,"3/29/2023 17:14","en","game",1,"0",1,"1",50,"1","1",2,22,27,"b","kind","healthy","wealthy","healthy","artistic","healthy","pathogen","sex","moral","sex","moral","sex",2,2,3,2,5,3,3,3,2,4,4,2,0,2,4,3,3,3,4,3,1,6,8,9,8,7,4,9,8,8,7,1,3,1,0,1,2,1,3,2.57142857142857,2.57142857142857,3.14285714285714,2.76190476190476,9.24210688905968
266,"3/29/2023 16:07","en","game",1,"0",2,"1",26,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","healthy","wealthy","kind","moral","sex","moral","moral","sex","sex",0,2,3,0,1,0,0,0,1,0,5,3,0,1,3,0,3,4,0,3,6,4,6,8,7,10,6,6,9,7,7,0,1,1,2,2,3,0,3,0,2.85714285714286,2.14285714285714,1.66666666666667,8.0445739422988
270,"12/29/2022 8:17","pl","AB12",1,"0",0,"1",24,"1","0",0,NA,NA,"a","sexy","wealthy","healthy","wealthy","sexy","kind","moral","moral","sex","moral","sex","sex",5,4,4,6,0,3,2,0,5,5,3,5,4,2,4,1,6,6,4,5,4,5,4,9,8,6,3,9,9,8,7,0,1,1,2,2,3,0,3,3.85714285714286,4.42857142857143,2.85714285714286,3.71428571428571,8.1961089776011
271,"1/11/2023 1:10","pl",NA,1,"0",1,"1",23,"0","0",0,NA,NA,"a","sexy","wealthy","sexy","kind","wealthy","artistic","moral","moral","moral","moral","sex","sex",5,5,6,6,0,6,1,0,4,4,6,2,3,3,5,6,6,5,5,5,5,9,6,7,7,4,7,6,8,7,8,1,0,1,2,2,4,0,2,4.28571428571429,4.71428571428571,3.57142857142857,4.19047619047619,8.20955827001718
274,"12/19/2022 13:28","pl",NA,1,"0",1,"1",35,"1","1",1,2,NA,"b","artistic","wealthy","sexy","artistic","artistic","artistic","moral","sex","pathogen","moral","sex","sex",5,0,3,6,0,2,5,0,2,6,0,2,3,0,2,3,5,4,6,0,1,7,8,9,7,7,6,9,9,7,7,4,0,0,1,1,2,1,3,4.85714285714286,2.28571428571429,0.714285714285714,2.61904761904762,9.27209052446227
276,"2/19/2023 19:24","pl",NA,1,"0",6,"0",34,"1","0",0,NA,NA,"a","healthy","artistic","sexy","artistic","kind","sexy","moral","moral","moral","moral","sex","sex",4,4,2,6,3,2,1,3,1,6,3,5,6,2,4,1,2,1,5,6,2,5,7,11,8,7,6,7,8,8,7,2,1,1,2,0,4,0,2,4.14285714285714,2.42857142857143,3.28571428571429,3.28571428571429,8.32498310800641
277,"2/7/2023 0:31","en","game",1,"0",5,"0",20,"1","0",0,NA,NA,"b","wealthy","wealthy","artistic","artistic","kind","artistic","moral","pathogen","sex","pathogen","sex","pathogen",0,1,3,1,0,1,0,2,2,3,3,4,1,0,4,5,5,3,1,5,4,7,6,9,5,4,7,6,10,7,6,3,0,1,0,2,1,3,2,1.57142857142857,3,2.28571428571429,2.28571428571429,8.11064491661364
280,"12/16/2022 17:04","pl",NA,1,"0",2,"1",26,"1","0",0,NA,NA,"b","sexy","wealthy","artistic","healthy","artistic","kind","moral","pathogen","sex","moral","moral","sex",3,0,3,3,0,1,1,0,0,3,3,0,4,3,1,3,5,2,3,0,1,7,9,6,6,7,6,8,7,6,7,2,1,1,1,1,3,1,2,2.85714285714286,1.14285714285714,1.57142857142857,1.85714285714286,8.72538675103566
284,"2/5/2023 21:43","pl","AB12 ",1,"0",0,"1",30,"0","0",0,NA,NA,"b","kind","sexy","artistic","kind","healthy","kind","moral","sex","moral","moral","moral","moral",2,3,5,4,1,5,5,3,3,5,4,5,5,3,2,1,2,5,4,4,6,3,8,6,7,10,4,9,7,8,9,1,1,3,1,0,5,0,1,3.71428571428571,4.42857142857143,2.85714285714286,3.66666666666667,7.68376959379577
293,"12/28/2022 12:03","pl","AB12",1,"0",0,"1",23,"0","0",0,NA,NA,"b","artistic","sexy","healthy","healthy","sexy","artistic","moral","sex","moral","moral","moral","sex",4,1,2,5,0,3,0,0,2,5,4,3,1,0,1,0,6,5,5,2,1,7,8,8,9,8,6,9,9,10,10,2,2,0,2,0,4,0,2,2.85714285714286,2.42857142857143,1.85714285714286,2.38095238095238,9.06922339115507
295,"3/29/2023 16:06","en","game",1,"0",5,"0",25,"1","0",0,NA,NA,"b","sexy","healthy","sexy","sexy","sexy","wealthy","sex","sex","sex","sex","moral","pathogen",3,2,3,4,3,2,3,4,3,2,4,4,3,2,3,4,5,3,2,3,4,7,7,6,6,7,6,7,5,7,7,0,1,0,4,1,1,1,4,3,3.14285714285714,3.28571428571429,3.14285714285714,8.9623239253711
296,"1/31/2023 13:19","pl","KG0902",1,"0",4,"0",22,"1","0",0,NA,NA,"b","artistic","artistic","sexy","kind","sexy","artistic","moral","moral","sex","moral","sex","sex",2,5,6,5,0,2,4,0,3,5,1,3,3,0,5,3,1,2,4,0,3,6,5,7,5,4,7,7,7,7,7,3,0,1,2,0,3,0,3,3.71428571428571,3.42857142857143,1,2.71428571428571,7.97784918694506
303,"12/28/2022 17:16","pl","AB12",1,"0",0,"1",23,"1","0",0,NA,NA,"a","healthy","sexy","kind","healthy","sexy","kind","moral","moral","pathogen","sex","sex","sex",1,5,6,6,6,0,1,3,6,6,0,5,4,0,4,1,6,5,5,6,6,6,10,8,10,7,6,8,11,10,10,0,2,2,2,0,2,1,3,3.42857142857143,4.57142857142857,3.71428571428571,3.9047619047619,8.3312194548428
305,"1/30/2023 12:16","pl",NA,1,"0",3,"0",22,"1","0",0,NA,NA,"b","artistic","artistic","artistic","kind","kind","kind","moral","pathogen","sex","moral","pathogen","moral",1,3,4,5,0,0,1,3,2,5,3,2,1,0,0,5,6,0,1,0,3,7,3,9,6,6,3,6,7,6,6,3,0,3,0,0,3,2,1,2.71428571428571,1.57142857142857,2.14285714285714,2.14285714285714,7.83413074140291
306,"2/6/2023 22:40","en",NA,1,"0",3,"0",25,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","wealthy","artistic","kind","moral","sex","pathogen","pathogen","pathogen","pathogen",1,5,4,5,2,1,1,2,1,5,4,2,3,1,2,3,5,5,4,0,5,7,6,7,8,7,7,7,11,11,9,3,0,1,0,2,1,4,1,3.14285714285714,2.85714285714286,2.71428571428571,2.9047619047619,9.27797410095592
311,"1/4/2023 10:02","pl","KG0902",1,"0",0,"1",40,"1","1",1,10,NA,"b","sexy","sexy","artistic","sexy","artistic","kind","sex","sex","moral","sex","sex","sex",1,1,5,6,0,2,4,1,2,6,2,5,5,1,2,2,1,4,4,1,1,2,5,9,4,6,4,4,8,6,8,2,0,1,3,0,1,0,5,4,3,1,2.66666666666667,7.11993383504298
313,"3/29/2023 17:57","en","game",1,"0",0,"1",27,"1","1",2,2,3,"a","wealthy","kind","kind","healthy","artistic","wealthy","moral","pathogen","pathogen","sex","pathogen","moral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,1,1,2,0,2,2,3,1,0,0,0,0,6.16761194864852
317,"12/20/2022 21:32","pl","AB12",1,"0",0,"1",20,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","healthy","wealthy","kind","pathogen","moral","moral","pathogen","sex","moral",4,5,5,6,4,4,3,3,3,6,4,4,5,6,4,6,6,5,5,4,5,6,9,7,7,7,6,9,8,7,7,1,1,1,1,2,3,2,1,5,4.28571428571429,4.57142857142857,4.61904761904762,9.10716699054265
323,"1/12/2023 22:49","pl",NA,1,"0",5,"0",21,"1","0",0,NA,NA,"a","sexy","wealthy","kind","kind","sexy","healthy","moral","sex","moral","sex","sex","moral",1,2,2,4,0,1,0,0,1,3,3,1,1,0,3,3,6,4,1,0,0,7,3,7,8,9,7,7,8,9,7,0,1,2,2,1,3,0,3,1.85714285714286,1.71428571428571,1.57142857142857,1.71428571428571,7.79832160622826
325,"1/8/2023 21:04","pl","KG0902",1,"0",1,"1",23,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","healthy","wealthy","sexy","moral","pathogen","moral","sex","pathogen","pathogen",3,1,4,5,0,1,3,0,1,6,1,2,3,1,2,3,1,3,3,1,4,5,6,7,6,7,5,8,7,6,7,1,2,0,1,2,2,3,1,3.71428571428571,2.42857142857143,0.714285714285714,2.28571428571429,8.80443391193614
326,"12/28/2022 8:58","pl","AB12",1,"0",1,"1",26,"1","0",0,NA,NA,"b","kind","sexy","healthy","artistic","wealthy","artistic","moral","pathogen","sex","pathogen","sex","sex",6,3,6,6,0,3,3,0,3,6,5,6,6,0,4,2,6,6,6,0,6,3,7,6,6,6,2,6,10,6,6,2,1,1,1,1,1,2,3,5,4.85714285714286,2,3.95238095238095,8.05064257133988
328,"12/27/2022 23:36","pl","AB12",1,"0",1,"1",23,"1","0",0,NA,NA,"a","healthy","wealthy","sexy","sexy","sexy","healthy","moral","sex","moral","pathogen","sex","sex",3,4,5,5,4,3,4,0,2,6,6,5,4,3,4,5,6,2,5,2,0,6,9,9,6,7,6,9,8,10,9,0,2,0,3,1,2,1,3,4.57142857142857,3,3.57142857142857,3.71428571428571,8.79260019468046
